"agent_id","date_utc","timezone_string","time_zone","user_shift_assign"
153,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
153,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
153,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
255,"2023-07-18",Europe/Chisinau,-3:00:00,Sales 34 Mon-Fri 18:00-02:00
255,"2023-07-19",Europe/Chisinau,-3:00:00,Sales 34 Mon-Fri 18:00-02:00
255,"2023-07-20",Europe/Chisinau,-3:00:00,Sales 34 Mon-Fri 18:00-02:00
257,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
257,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
257,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
353,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
353,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
353,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
362,"2023-07-18",Asia/Karachi,-5:00:00,DEL Sales 13 Sun - Thu 11:30 PM
362,"2023-07-19",Asia/Karachi,-5:00:00,DEL Sales 13 Sun - Thu 11:30 PM
362,"2023-07-20",Asia/Karachi,-5:00:00,DEL Sales 13 Sun - Thu 11:30 PM
383,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
383,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
383,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
412,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 5 Tue-Sat 4.30am
412,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 5 Tue-Sat 4.30am
412,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 5 Tue-Sat 4.30am
416,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
416,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
416,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
439,"2023-07-18",America/New_York,"04:00:00",DEL Sales 8 Tue - Sat 06:30 PM
439,"2023-07-19",America/New_York,"04:00:00",DEL Sales 8 Tue - Sat 06:30 PM
439,"2023-07-20",America/New_York,"04:00:00",DEL Sales 8 Tue - Sat 06:30 PM
445,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 7 Sun - Thu 04:30 PM 
445,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 7 Sun - Thu 04:30 PM 
445,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 7 Sun - Thu 04:30 PM 
541,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 11 Sun - Thu 08:30 PM
541,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 11 Sun - Thu 08:30 PM
541,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 11 Sun - Thu 08:30 PM
543,"2023-07-18",America/New_York,"04:00:00",DEL Sales 8 Tue - Sat 06:30 PM
543,"2023-07-19",America/New_York,"04:00:00",DEL Sales 8 Tue - Sat 06:30 PM
543,"2023-07-20",America/New_York,"04:00:00",DEL Sales 8 Tue - Sat 06:30 PM
558,"2023-07-18",Asia/Karachi,-5:00:00,DEL Sales 8 Tue - Sat 06:30 PM
558,"2023-07-19",Asia/Karachi,-5:00:00,DEL Sales 8 Tue - Sat 06:30 PM
558,"2023-07-20",Asia/Karachi,-5:00:00,DEL Sales 8 Tue - Sat 06:30 PM
587,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 5 Tue-Sat 4.30am
587,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 5 Tue-Sat 4.30am
587,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 5 Tue-Sat 4.30am
592,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
592,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
592,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
601,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
601,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
601,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
626,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
626,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
626,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
776,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
776,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
776,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
777,"2023-07-18",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
777,"2023-07-19",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
777,"2023-07-20",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
826,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
826,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
826,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
877,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 7 Sun - Thu 04:30 PM 
877,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 7 Sun - Thu 04:30 PM 
877,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 7 Sun - Thu 04:30 PM 
878,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
878,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
878,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
892,"2023-07-18",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
892,"2023-07-19",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
892,"2023-07-20",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
910,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 7 Sun - Thu 04:30 PM 
910,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 7 Sun - Thu 04:30 PM 
910,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 7 Sun - Thu 04:30 PM 
926,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
926,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
926,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
997,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 3 Tue-Sat 2.30am
997,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 3 Tue-Sat 2.30am
997,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 3 Tue-Sat 2.30am
1204,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 3 Tue-Sat 2.30am
1204,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 3 Tue-Sat 2.30am
1204,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 3 Tue-Sat 2.30am
1256,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1256,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1256,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1272,"2023-07-18",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
1272,"2023-07-19",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
1272,"2023-07-20",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
1276,"2023-07-18",America/New_York,"04:00:00",DEL Sales 8 Tue - Sat 06:30 PM
1276,"2023-07-19",America/New_York,"04:00:00",DEL Sales 8 Tue - Sat 06:30 PM
1276,"2023-07-20",America/New_York,"04:00:00",DEL Sales 8 Tue - Sat 06:30 PM
1277,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 2 Sun-Thu 1.30am
1277,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 2 Sun-Thu 1.30am
1277,"2023-07-20",Asia/Kolkata,-5:30:00,
1291,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1291,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1291,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1340,"2023-07-18",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
1340,"2023-07-19",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
1340,"2023-07-20",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
1344,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
1344,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
1344,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
1346,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1346,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1346,"2023-07-20",Asia/Kolkata,-5:30:00,
1380,"2023-07-18",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1380,"2023-07-19",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1380,"2023-07-20",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1418,"2023-07-18",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
1418,"2023-07-19",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
1418,"2023-07-20",Asia/Kolkata,-5:30:00,Del Sales 10 Sun-Thu 7.30 PM
1444,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1444,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1444,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1445,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1445,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1445,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1446,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1446,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1446,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1448,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1448,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1448,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1451,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1451,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1451,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1452,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1452,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1452,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1471,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1471,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1471,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1472,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1472,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1472,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1476,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1476,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1476,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1508,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1508,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1508,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1510,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1510,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1510,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1519,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
1519,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
1519,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
1526,"2023-07-18",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1526,"2023-07-19",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1526,"2023-07-20",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1527,"2023-07-18",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1527,"2023-07-19",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1527,"2023-07-20",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1545,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
1545,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
1545,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 4 Tue-Sat 3.30am
1554,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1554,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1554,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1556,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1556,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1556,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1566,"2023-07-18",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1566,"2023-07-19",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1566,"2023-07-20",America/New_York,"04:00:00",DEL Sales 7 Sun - Thu 04:30 PM 
1568,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1568,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1568,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1569,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1569,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1569,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1574,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1574,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1574,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1580,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1580,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1580,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1596,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1596,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1596,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1597,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1597,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1597,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1612,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1612,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1612,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1659,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1659,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1659,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1660,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1660,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1660,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1663,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1663,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1663,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1666,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1666,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1666,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1667,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1667,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1667,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1667,"2023-07-21",Asia/Kolkata,-5:30:00,
1684,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 2 Sun-Thu 1.30am
1684,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 2 Sun-Thu 1.30am
1684,"2023-07-20",Asia/Kolkata,-5:30:00,
1685,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1685,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1685,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1686,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1686,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1686,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1687,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1687,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1687,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1701,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1701,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1701,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1702,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1702,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1702,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1715,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1715,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1715,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1717,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1717,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1717,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1719,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1719,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1719,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 13 Sun - Thu 11:30 PM
1721,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1721,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1721,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1757,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1757,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1757,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 9 Sun-Thu 07.30
1763,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1763,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1763,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 1 Tue-Sat 12.30am
1774,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1774,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1774,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 8 Tue - Sat 06:30 PM
1815,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1815,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1815,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1816,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 3 Tue-Sat 2.30am
1816,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 3 Tue-Sat 2.30am
1816,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 3 Tue-Sat 2.30am
1820,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1820,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1820,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 6 Sun - Thu 05:30 AM
1870,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
1870,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
1870,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 12 Tue - Sat 09:30 PM
1883,"2023-07-18",Asia/Kolkata,-5:30:00,NewRiv_2030-0530 Mon-Fri
1883,"2023-07-19",Asia/Kolkata,-5:30:00,NewRiv_2030-0530 Mon-Fri
1883,"2023-07-20",Asia/Kolkata,-5:30:00,NewRiv_2030-0530 Mon-Fri
1901,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 11 Sun - Thu 08:30 PM
1901,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 11 Sun - Thu 08:30 PM
1901,"2023-07-20",Asia/Kolkata,-5:30:00,DEL Sales 11 Sun - Thu 08:30 PM
1902,"2023-07-18",Asia/Kolkata,-5:30:00,DEL Sales 11 Sun - Thu 08:30 PM
1902,"2023-07-19",Asia/Kolkata,-5:30:00,DEL Sales 11 Sun - Thu 08:30 PM
